Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
Света Сафина,5.0,"My stay at this hotel left only the most pleasant impressions! The food is excellent: a wide selection of dishes every day, always including meat, fish, fresh vegetables, fruit, and delicious desserts. No one will go hungry.
I'd especially like to mention the stunning views – the beautiful grounds, the sea, and the promenade are superb. Walking around is a pleasure.
The entertainment staff is simply superb! Very friendly, energetic, and always created a great atmosphere. They ran various activities during the day, and in the evening, there were interesting shows and entertainment programs. Thanks to their hard work, our stay was fun and memorable.
Thanks to all the staff for a wonderful vacation! I recommend them to everyone!!!",4 days ago,2026-07-31,,"Dear Guest,

Thank you for your high rating and warm review. We are delighted that you were pleased with the variety and quality of our food, the beautiful grounds, the atmosphere of our hotel, and the entertainment program. We are pleased to know that our team's hard work and activities made your stay unforgettable.

We look forward to welcoming you back to our hotel.

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",,Ci9DQUlRQUNvZENodHljRjlvT21oRVVFVndOR3ROTmt4WE5VbE9ka0ozU0hCRVlVRRAB
4chan,5.0,"I've been to this hotel twice and it's truly a fantastic place. It has a pool, the sea is very close, and there are lots of food options; you can cook your own food, and even if you get hungry at midnight, you can go to the dining hall and eat.",Edited 4 days ago,2026-07-31,,"Dear Guest,

Thank you for your valuable comment and kind feedback. We are pleased that you were satisfied with the gastronomic options we offer, our advantageous location, and our services.

We would be delighted to welcome you and your family again.
Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",2 photos,Ci9DQUlRQUNvZENodHljRjlvT25wc2FEQm1hRVJzU0dweE16TTFObXBNVld4TE9VRRAB
Татьяна,5.0,"We vacationed with a group of three girls. The hotel is truly perfect for combining a beach and city getaway. The all-inclusive package offered a pleasant variety: a new menu every day, plenty of fish, grilled meat, vegetables, and fruit. The staff was very polite and responsive. I'd especially like to thank the animation team: they're energetic and organize fun activities like aqua aerobics, games, and evening shows with live music. They held a mini-disco for the children, and they loved it. I'd especially like to mention Emanuel, the entertainer. He's a very positive, kind, and unobtrusive young man. Overall, the atmosphere is relaxed, and there's plenty to do besides the sea. I definitely recommend this hotel to both couples and families.",4 days ago,2026-07-31,,"Dear Guest,

Thank you for your high rating and such a detailed review. We are delighted that you appreciated the diversity of our Ultra All Inclusive concept, the quality of our food, the attentive service of our team, and the rich entertainment program. We are pleased to know that our activities for both adults and children made your stay more comfortable and enjoyable.

We look forward to welcoming you back to our hotel.

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",,Ci9DQUlRQUNvZENodHljRjlvT214WVZURmxZV1ZFWWxoQ1drMUxNRm95V1RZelptYxAB
Şükrü Can Atagün,5.0,"I'm currently staying at this hotel and it's truly wonderful. The food is delicious and varied. It has an indoor parking garage. It's practically on the beach with its own private beach. The staff quality and cleanliness are excellent. I'll definitely come back next year, God willing. I also liked that the prayer room was clean and adequate.",4 days ago,2026-07-31,,"Dear Guest,

Thank you for your valuable feedback and high rating. We are very pleased that you were satisfied with our hotel's delicious and varied cuisine, location, private beach, parking facilities, cleanliness standards, and the quality of service provided by our team. We also thank you for your positive review regarding our prayer area, and we would be delighted to welcome you again.

We look forward to welcoming you and your family again.

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",4 reviews,Ci9DQUlRQUNvZENodHljRjlvT2t0d04wVjNaMjFUWlV0U2MyMXNVbGxzUTNObmVtYxAB
Ozan,5.0,"The staff, especially Ms. Makhabat and the animation team, were wonderful. They offer sports activities from morning till evening, and every evening they organize very fun dance shows, live music, and karaoke. They were very helpful and friendly, and the hotel staff were also very kind and helpful. Breakfast, lunch, and dinner were varied and delicious. The hotel's location is beautiful, and the beach is lively and enjoyable, perfect for long walks in the evenings.",4 days ago,2026-07-31,,"Dear Guest,

Thank you for your kind review and high rating.

We are delighted that you enjoyed the energy of our animation team, the sports activities organized throughout the day, and our evening entertainment programs during your stay. We are very proud that our team's friendly and helpful service, the variety and deliciousness of our meals, and the hotel's location contributed to your enjoyable holiday experience.

We will gladly share your kind feedback with our relevant teams. We look forward to welcoming you back to Megasaray Hotels.

Sincerely,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",,Ci9DQUlRQUNvZENodHljRjlvT2kxcldFcFNZakZ5VWtKZlNETm5jekpyWDNVeVVGRRAB
Ebeu Yetiştiren,5.0,"I enjoyed it very much, it was a relaxing hotel.
The beach was small and there weren't enough sun loungers, but the staff tried to manage it somehow, I would like to thank them as well. The food was very delicious, there was a lot of variety, there were products to suit every taste. The staff were friendly, we didn't have any problems, I would definitely come again.",4 days ago,2026-07-31,,"Dear Guest,

Thank you for your kind review and high rating.

We are very happy that you had a relaxing and enjoyable holiday during your stay. Your appreciation for the variety and deliciousness of our meals and the friendly service of our team is a great source of motivation for us. Thank you again for your valuable feedback, and we would be happy to share your kind words with our relevant teams.

We look forward to welcoming you back to Megasaray Hotels.

Sincerely,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",5 reviews · 3 photos,Ci9DQUlRQUNvZENodHljRjlvT2xweGJqZGliMmh4VGprMlZqWnlXRzUyUjNWSWNuYxAB
Cihan Kutlu,5.0,"Whenever I visit Antalya, I always prefer to stay at a Megasaray hotel. We were extremely satisfied with our last stay. The staff were friendly, knowledgeable, and solution-oriented.",4 days ago,2026-07-31,,"Dear Guest,

Thank you for your kind review and for continuing to choose Megasaray Hotels.

We are very pleased that you chose us for your visits to Antalya and that you were satisfied with your last stay. Your appreciation of our team's friendly, professional, and solution-oriented approach is also a great source of motivation for us.

We will always be delighted to welcome you back to Megasaray Hotels.

Sincerely,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT2xkQlFtcHFTMWRtYURoTloxWm9kbE50UlMxRVMxRRAB
Mahmoud Raji,5.0,,5 days ago,2026-07-30,,"Dear Guest,

Thank you for your valuable feedback.

We are delighted to hear that you enjoyed your stay with us. Your kind words are greatly appreciated and motivate us to continue providing the highest level of service.

We look forward to welcoming you back to Megasaray Hotels.

Kind Regards,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",4 reviews · 3 photos,Ci9DQUlRQUNvZENodHljRjlvT2pOWGJVeENjMVZxTm1WeVJraDNaVGd6UTJWQlRVRRAB
Ozan Şahin,5.0,"The hotel is centrally located, with easy access to everywhere. The rooms are spacious and clean, and the hygiene is top-notch. The sea is very clean with no seaweed. The food is delicious and high-quality, and the staff provides excellent service. The drinks are also high-quality. The rooms have a unique view. We would like to extend our sincere thanks to the cleaning staff, bar waiters, restaurant waiters, and reception staff for their attention and care. Respectfully...",5 days ago,2026-07-30,,"Dear Guest,

Thank you for your kind review and for choosing us.

We are very pleased that you were satisfied with our location, the cleanliness and comfort of our rooms, our sea, our food, our drinks, and the service we provide. Your kind words about our team are a great source of motivation for us. We will gladly share your valuable feedback with our relevant teams.

We look forward to welcoming you back to Megasaray Hotels soon.

Sincerely,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review · 9 photos,Ci9DQUlRQUNvZENodHljRjlvT21aaE9VRjZaVzg0YTA0MFQwaExTVmRJUkdreVlXYxAB
Moka,5.0,"I had a truly wonderful experience at this hotel from the moment I walked through the door.

The first impression was excellent. From the security and bellmen to the reception team and hostesses, everyone was welcoming, professional, and friendly. The reception staff were especially helpful, and the check-in process was extremely smooth and fast. They explained everything clearly and gave me all the information I needed about the hotel and its facilities.

The hotel itself has an amazing atmosphere and beautiful vibes. I really loved the design, the colours, and how everything works together so well. You can feel that attention has been given to the overall look and atmosphere of the property.

The room was beautiful, comfortable, and very well maintained. Housekeeping did a great job, and cleanliness throughout the hotel was excellent.

The food was also very good, with plenty of options throughout the day. There are restaurants, bars, snacks, desserts, and drinks available in different areas, so you always have something to enjoy.

What impressed me the most was the staff. Everywhere I went, I found people who were respectful, helpful, and genuinely willing to assist. Communication was never a problem as the staff spoke very good English, and I always felt welcomed and well looked after.

I have visited Antalya before, so this was not my first experience here, but I can confidently say that this is one of the best hotels I have stayed at in Antalya.

I had an amazing holiday and really enjoyed every part of my stay. I would definitely recommend this hotel to anyone visiting Antalya, and if I return to Antalya, I would absolutely choose to stay here again.

Thank you to the entire team for making my stay such a great experience.",5 days ago,2026-07-30,,"Dear Guest,

Thank you so much for your wonderful review and for taking the time to share such detailed feedback about your stay.

We are truly delighted to hear that your experience was exceptional from the moment you arrived. It is especially rewarding to know that you felt warmly welcomed by our team and that your check-in process was smooth and efficient. Your kind words about the atmosphere of the hotel, the comfort of your room, the cleanliness, the variety of our dining options, and the quality of our services mean a great deal to us.

Most of all, we are thrilled that our team's friendliness, professionalism, and hospitality made such a positive impression on you. Providing every guest with a memorable and comfortable stay is our greatest priority, and your feedback is a wonderful motivation for all of us.

It is an honor to hear that you consider us one of the best hotels you have stayed at in Antalya. Thank you for your recommendation and for choosing Megasaray Hotels. We look forward to welcoming you back for another unforgettable holiday in the future.

Kind regards,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",Local Guide · 18 reviews · 4 photos,Ci9DQUlRQUNvZENodHljRjlvT2s5WWRsVTJORFZhVGtWU2VFczBRWEJFY0VjM1dGRRAB
