Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
Aziz J,5.0,,3 days ago,2026-08-01,,"Dear Guest,

Thank you for taking the time to leave us your rating. We truly appreciate your support and are pleased to know that you had a positive experience at Rixos Premium Belek.

We look forward to welcoming you back for another enjoyable stay.

Warm regards,

Rixos Premium Belek Hotel Management",Local Guide · 58 reviews · 41 photos,Ci9DQUlRQUNvZENodHljRjlvT2xGeFlqUnRiVVkxTkVVd1lYQjRXWEpOTjFZMlIzYxAB
Natavan Seyidmatova,5.0,Cox is a very nice hotel and has lovely staff.,3 days ago,2026-08-01,,"Dear Natavan Seyidmatova,

Thank you very much for your valuable feedback. We are very pleased that you had a pleasant experience at Rixos Premium Belek and were satisfied with the service of our team.

We would be delighted to welcome you again and help you create more beautiful memories.

Sincerely,

Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT2xFd1h6Vk5lVE5STlRsRGR6aEtOM3BLZW5sc1pVRRAB
Grace Charlie,5.0,Fantastic holiday. Amazing time and staff are amazing,3 days ago,2026-08-01,,"Dear Grace Charlie,

Thank you very much for your lovely feedback. We are delighted to hear that you had a fantastic holiday and enjoyed the warm hospitality of our team.

Your kind words are greatly appreciated and encourage us to continue providing memorable experiences for our guests.

We look forward to welcoming you back to Rixos Premium Belek for another wonderful stay.

Warm regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2twU2JEbGtXQzFxWmtwVFZIRmFUREZYUTI5dGNGRRAB
Lee Greenwood,5.0,Awesome holiday. Fantastic staff who are happy to help everyone!!!! Amazing!!!!!,3 days ago,2026-08-01,,"Dear Lee Greenwood,

Thank you very much for your wonderful feedback. We are delighted to hear that you had an awesome holiday and enjoyed the friendly and helpful approach of our team.

Your kind words are a great motivation for us. We look forward to welcoming you back to Rixos Premium Belek for another memorable stay.

Warm regards,

Rixos Premium Belek Hotel Management",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tOM2NTMTVRVzFGZDE5RVZGQkdOMHQwVUdzMlQzYxAB
david sanjivi,5.0,"What a hotel resort! This is our first time in Turkey and very happy to have book Rixos Premium Belek.
The facilities are second to none, the restaurants are delicious but more importantly the bars and entertainment are brilliant!",3 days ago,2026-08-01,,"Dear David Sanjivi,

Thank you very much for sharing your wonderful feedback. We are delighted to hear that your first experience in Turkey and at Rixos Premium Belek was so enjoyable.

It is a pleasure to know that you appreciated our facilities, restaurants, bars, and entertainment options. Your kind words are greatly appreciated and motivate our team to continue creating memorable experiences for our guests.

We look forward to welcoming you back to Rixos Premium Belek for another fantastic holiday.

Warm regards,

Rixos Premium Belek Hotel Management",7 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xWV2IwbFRValUzVlhSUWFtUm1ZazUyTlZwcVYwRRAB
Abdullah Alsarami,5.0,,3 days ago,2026-08-01,,"Dear Abdullah Alsarami,

Thank you for your rating and for sharing your appreciation with us. We are pleased to know that you had a positive impression of Rixos Premium Belek.

We hope to welcome you again soon and provide you with another enjoyable experience.

Warm regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT21WRFowYzJYMkZMZEc4ek1YQnZlVzVEVGxSMmIwRRAB
Yara Saud,5.0,,3 days ago,2026-08-01,,"Dear Yara Saud,

Thank you for sharing your rating with us. We appreciate your support and are delighted to have been a part of your holiday experience at Rixos Premium Belek.

We look forward to welcoming you again and creating more memorable moments together.

Warm regards,

Rixos Premium Belek Hotel Management",2 reviews · 3 photos,Ci9DQUlRQUNvZENodHljRjlvT205alJXOTFkVmt3V1VaTU1tWmZTSEZQTkZCbFFXYxAB
Kevin Jinks,5.0,,3 days ago,2026-08-01,,"Dear Kevin Jinks,

Thank you for sharing your rating with us. We are delighted to have been a part of your holiday experience and appreciate your support.

We look forward to welcoming you back to Rixos Premium Belek and creating more memorable moments together.

Warm regards,

Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xKMFgzTklSMHhyYmpkRmNUbE1hMnRUWXpGb2JtYxAB
Andrew MacInnes,5.0,,3 days ago,2026-08-01,,"Dear Andrew MacInnes,

Thank you for your rating and for choosing Rixos Premium Belek. We truly appreciate your support and hope to welcome you back for another pleasant stay in the future.

Warm regards,

Rixos Premium Belek Hotel Management",2 reviews · 2 photos,Ci9DQUlRQUNvZENodHljRjlvT2toMk9IY3RVRmRNT0dOcFpHRjJYemxwYjNkM2EyYxAB
Sedra. Atamleh,5.0,,3 days ago,2026-08-01,,"Dear Sedra Atamleh,

Thank you for your rating. We appreciate your support and are pleased to know that you chose Rixos Premium Belek.

We look forward to welcoming you again and providing you with another enjoyable stay.

Warm regards,

Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT2tadFdYQkVYMFk0VFRGR00zaFVVbVZUU2twM1psRRAB
Oran Ryan,5.0,Hotel overall very good and everything is up to standard! All staff in the hotel are very good and will definitely be back again.,3 days ago,2026-08-01,,"Dear Oran Ryan,

Thank you very much for your kind review. We are delighted to hear that you enjoyed your stay at Rixos Premium Belek and were satisfied with our services and the hospitality of our team.

Your appreciation means a lot to us. We look forward to welcoming you back for another enjoyable holiday experience.

Warm regards,

Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT2xkRlJtSjJSa3g1WW5VNFUyOURlVU0xYWtZMVRYYxAB
Erdem Dut,5.0,"Many thanks to Chef Mustafa, Ms. Güldane, and Ms. Fatmanur for providing us with a wonderful dinner at the à la carte restaurant. A big thank you also to Chef Cuma for the Italian à la carte. Looking forward to seeing you again next year.",3 days ago,2026-08-01,,"Dear Mr. Erdem Dut,

Thank you very much for your valuable feedback. We are very pleased that you enjoyed your experience in our evening restaurants and appreciated the hospitality of our team.

We will be happy to share your kind feedback regarding Chef Mustafa, Ms. Güldane, Ms. Fatmanur, and Chef Cuma with them.

We look forward to welcoming you back to Rixos Premium Belek next year.

Sincerely,

Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT2t0b1RGOXdWRGxGWmxCbU1XVk9abTUyYlZoU2VuYxAB
Илларион Волков,5.0,"Aksam restourant, waiter Aslan, thank you. It was amazing evening. Fantastic service, tasty food, nice atmosphere. I'm lovin this place, thank you!",3 days ago,2026-08-01,,"Dear Guest,

Thank you very much for your wonderful feedback. We are delighted to hear that you had a memorable evening and enjoyed the delicious food, pleasant atmosphere, and attentive service.

We are especially happy to hear your kind words about Aslan. Your appreciation will be shared with him and our team.

We look forward to welcoming you back to Rixos Premium Belek for more enjoyable moments.

Warm regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2pFek9GZFlOUzFCVkhaRVpGb3RUbnBvUkZaV2NsRRAB
M Michali-Stolarska,5.0,"A great hotel, it has everything you could possibly want. Great food, drinks fridges everywhere, restaurants open 24/7, and of course, everything is all-inclusive :) The service is polite and efficient. We'll definitely be back.",3 days ago,2026-08-01,,"Dear Guest,

Thank you very much for your wonderful review. We are delighted to hear that you enjoyed your stay at Rixos Premium Belek and appreciated our facilities, dining options, and attentive service.

Your kind words and intention to return mean a lot to us. We look forward to welcoming you back for another enjoyable holiday experience.

Warm regards,

Rixos Premium Belek Hotel Management",2 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT21oa1JsOXRVSEF6WXpodVdIUlRSa0psWVVKb1dXYxAB
Margaux Boesmans,5.0,"The hotel is very nice. This is already the second year we have come here. All the staff are friendly; we have never had a bad interaction. The food here is delicious, and the additional restaurants are even better. Furthermore, there are plenty of recreational activities. Highly recommended.",3 days ago,2026-08-01,,"Dear Margaux Boesmans,

Thank you very much for your lovely review and for choosing Rixos Premium Belek for the second year in a row. We are delighted to know that you enjoyed our hospitality, delicious cuisine, restaurants, and activities.

Your kind words about our team are greatly appreciated and will be shared with them. We truly value your recommendation and look forward to welcoming you back for another wonderful stay.

Warm regards,

Rixos Premium Belek Hotel Management",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT21Gd2IwWkRabGxmZWxwelZFNXpVVEJKYjFVeWRWRRAB
Huseyin Yildirim,5.0,The hotel is superb. The service quality and the staff's approach are excellent. The food is also very varied and delicious. I recommend it if you're looking for comfort.,Edited 3 days ago,2026-08-01,,"Dear Mr. Hüseyin Yıldırım,

Thank you for your valuable feedback.

We are very pleased that you enjoyed your time at Rixos Premium Belek. We would be delighted to welcome you again.

Sincerely,

Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT210dFoydExkV1ptYVROUmNYSmtWMk5pTkVKMVkwRRAB
Карина Караханова,5.0,Very cool hotel! The food is delicious and the staff is very attentive 👌🏻🩷,3 days ago,2026-08-01,,"Dear Karina,

Thank you so much for your wonderful review. We are delighted that you enjoyed your stay at the Rixos Premium Belek and appreciated the quality of our cuisine and the attentive service of our team.

Your kind words are a great encouragement to us. We look forward to welcoming you back to our hotel and offering you new and enjoyable experiences.

Sincerely,

Rixos Premium Belek Hotel Management",1 review · 5 photos,Ci9DQUlRQUNvZENodHljRjlvT2tscFpWcElhbFZwVDFKWVRVaFRRVE56WlVkR01IYxAB
Yunus Yurtsever,5.0,"Our stay at Rixos Premium Belek was truly fantastic! From the moment we arrived, we were warmly received and immediately felt welcome.

The hotel is beautiful; the rooms are spacious, stylish, and spotlessly clean. The food is of exceptional quality, with plenty of variety and delicious dishes for everyone. The drinks and service are also of a high standard.

The staff is incredibly friendly, helpful, and goes out of their way to make your stay unforgettable. The swimming pools, the private beach, and the many activities ensure that neither adults nor children will ever be bored. Access to Land of Legends is a great extra for families. (Rixos)

We thoroughly enjoyed our holiday and will definitely be back. Highly recommended for anyone looking for luxury, comfort, and excellent service. Thank you, Rixos Premium Belek, for an unforgettable experience!",3 days ago,2026-08-01,,"Dear Mr. Yunus Yurtsever,

Thank you very much for your valuable comment and kind feedback. We are very happy that you had an unforgettable holiday experience at Rixos Premium Belek and that you were satisfied with our services.

We will be delighted to share your kind words with our team. We look forward to welcoming you again and helping you create new beautiful memories.

Sincerely,

Rixos Premium Belek Hotel Management",Local Guide · 103 reviews · 26 photos,Ci9DQUlRQUNvZENodHljRjlvT2s5amJrVlpWM0ppZVRsWlptVnBNa2RqWjJWQ1RtYxAB
alper Gök,1.0,"Shame on Rixos Belek! It's truly disgraceful to see your ""premium"" service concept being so negligent.

I took my 1-year-old son to the Baby Room, thinking it was safe. However, there were children around 12 years old inside without their parents, and one of them stepped on my son. This is a Baby Room, a safe area reserved for babies. How can children of this age be allowed to be unsupervised in an environment with babies?

Following the incident, I spoke with Ms. Sevgi, who claimed to be an authorized person. She told me that there is always staff on duty in the Baby Room. This was not true. She knew that there was no staff on duty at the time. In fact, she had to wait inside for a long time because no one came. This means there was neither a permanent staff member nor any supervision as claimed.

What if my son had been more seriously injured? Who would be held accountable? Such a huge negligence regarding child safety is unacceptable. If you charge premium prices and can't even provide the most basic safety measures, you can't call your service ""premium.""

We have photographs of what happened. I am writing this review not only to share the inconvenience we experienced, but also to warn families with babies in particular. There is a huge gap between the quality you describe in your advertisements and the reality you provide.

Lack of supervision, misinformation, and a lack of responsibility in an area designated for babies… This is an experience we absolutely did not expect from Rixos Belek, but unfortunately, we had to live through it firsthand.",3 days ago,2026-08-01,,"Dear Mr. Alper Gök,

First of all, we would like to express our regret for the negative experience you had.

Thank you for sharing your feedback with us. Guest feedback is of great importance to us, and the issue you raised will be carefully reviewed by our relevant departments.

We will conduct the necessary assessments based on your feedback and share it with our relevant teams to further improve our service quality.

We hope to welcome you back in the future and provide you with an even more positive experience.

Sincerely,

Rixos Premium Belek Management",Local Guide · 8 reviews · 6 photos,Ci9DQUlRQUNvZENodHljRjlvT2w5RVltVnZTelYzYTBOdVVIRnBXSEZvYUZwQkxXYxAB
