Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
Halit Aktas,4.0,"Visited for the second time, unfortunately the staff has deteriorated; they are very uninterested. The first time was much better.",3 days ago,2026-08-01,,"Dear guest Halit Aktaş,

Thank you very much for taking the time to share your experiences with us. We greatly appreciate your feedback.

First of all, we would like to thank you for choosing our hotel again. It is always a great pleasure to welcome our returning guests, and we strive to provide the same high quality of service during every stay.

We are sincerely sorry to hear that your recent experience did not meet your expectations and that you perceived our staff as less engaged than during your first stay. Your comments are of great value to us, as they help us to continuously improve our services.

We would have greatly appreciated it if you had informed us during your stay of the points that required your attention. We could then have taken immediate action to resolve the situation and make your holiday as pleasant as possible.

We sincerely hope that you will give us the opportunity in the future to regain your trust and offer you a stay that fully meets your expectations.

Kind regards,

CRM Management",Local Guide · 17 reviews · 7 photos,Ci9DQUlRQUNvZENodHljRjlvT2xKTk0xODNVaTEzV0doMVExcE9ZbUl4UVZabWRGRRAB
emrah aytemiz,5.0,"The hotel was wonderful in every way, especially we would like to thank Ms. Songül from the animation team.",3 days ago,2026-08-01,,"Dear Guest, Mr. Emrah Aytemiz

Thank you for taking the time to share your feedback with us. We are very pleased that you were satisfied with the services offered by our facility, our animation services, and your holiday in general. We would be happy to welcome you again soon and hope to see you again in the near future...

Sincerely,
CRM MANAGEMENT",5 reviews · 4 photos,Ci9DQUlRQUNvZENodHljRjlvT21OQlZDMHlNRWRQWlhaNVprcERjR1ZhWm5CeFFWRRAB
Sabrina Uteubaeva,5.0,"We had a wonderful time at the hotel. The staff was friendly and helpful, and the service was excellent. Special thanks to the entertainment team – they were energetic, kind, and made our stay even more enjoyable!",Edited 3 days ago,2026-08-01,,"Dear Guest Sabrina Uteubaeva,

Thank you for your positive feedback on your stay at Titanic Deluxe Golf Belek.

We sincerely appreciate your trust and are delighted that you had a wonderful stay.

We look forward to welcoming you back!

Sincerely,
CRM Management",2 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT21OSFIyTjZWVUZZU0dkd1FVVk5UekJsVGs1alFXYxAB
Liv Dorgee,5.0,"Fantastic hotel, melek on guest services is great.",3 days ago,2026-08-01,,"Dear Guest  Liv Dorgee ,

Thank you very much for your wonderful feedback. We are delighted to hear that you had a fantastic stay with us.

Your kind words about Melek from our Guest Services team mean a great deal. We will be sure to share your compliments with her, as she will be delighted to know that her efforts made a positive impact on your experience.

We truly appreciate your recommendation and look forward to welcoming you back for another memorable stay in the near future.

Kind regards,
CRM Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT214S2NrWnBYMWhXV0ZWdVJXeGFWVmhDV214a2RWRRAB
Sophia Moran,5.0,Thank you so much to this beautiful hotel and their staff for everything they have done in the hotel,3 days ago,2026-08-01,,"Dear Guest Sophia Moran,

Thank you very much for your kind words and for sharing your appreciation with us. We are delighted to hear that you enjoyed your stay and that our hotel and team contributed positively to your experience.

Your satisfaction and happiness are our greatest motivation. We truly appreciate your support and look forward to welcoming you back for another wonderful stay in the future.

Kind regards,
CRM Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xZeFVVNWtjR3R6YkZGaE1qbGtiVXhRTldsTWVtYxAB
Nuri K,5.0,"The staff is super friendly and attentive to everyone. The rooms are spacious and clean. The food is varied, high-quality, and served hot. The Kikoa Club for kids is definitely recommended for families with children. There are many activities available, and they treat your children with care. The hotel is 100% highly recommended!!",3 days ago,2026-08-01,,"Dear Guest Nuri K,

Thank you very much for your wonderful review and for sharing your experience. We are delighted to hear that you enjoyed the friendliness and attention of our staff, the spacious and clean rooms, and the varied, high-quality meals.

We are especially pleased that your children had a great time in the Kikoa Kids Club. We strive to offer our youngest guests a safe, fun, and unforgettable holiday.

Your recommendation means a lot to us. We hope to welcome you and your family back in the future for an unforgettable stay.

Kind regards,

CRM Management",5 reviews,Ci9DQUlRQUNvZENodHljRjlvT2pWRWFrUmFZMlZ3V2pKelFXdzNSR0pHY21ORVJIYxAB
Tuğçe Akkan,5.0,I'm very pleased with the animators' work; they are very open and responsive. We will definitely be back next year as a family 🫶🏻,3 days ago,2026-08-01,,"Dear Guest Tuğçe Akkan,

Thank you very much for your valuable comment and kind words. We are very happy that you were pleased with our animation team and appreciated their sincere and attentive approach.

We will be delighted to welcome you and your family again next year. We wish you unforgettable memories on your next holiday.

Sincerely,
CRM Management",1 review · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT25KV1drRktiSFpzU0dkc1RVRjJiREJ1UkRWWU5XYxAB
МАГОМЕД ИДРИСОВ,5.0,,3 days ago,2026-08-01,,"Dear Guest Magomed Idrisov,

Thank you for your high rating on Google. We are delighted that your experience at our hotel was positive.

Your support and kind words are greatly appreciated by our entire team. We look forward to welcoming you back and making your next stay even more unforgettable.

Sincerely,
CRM Management",,Ci9DQUlRQUNvZENodHljRjlvT21kdWFtOUlXRUZXT1haWWRsZHVTWEl0U2t4WmVsRRAB
Саид Гаджиев,5.0,,3 days ago,2026-08-01,,"Dear Guest Said Gadzhiev,

We sincerely thank you for your excellent rating and for sharing your experience by leaving us 5 stars on Google. We are honored to receive such high praise from our guests.

We appreciate your trust and support, which inspire our team to continue to provide a high level of service and hospitality.

We look forward to welcoming you back to our hotel and offering you even more wonderful experiences on your next visit.

Sincerely,
CRM Management",,Ci9DQUlRQUNvZENodHljRjlvT2xObVkzTkVlRlozU3pWemRrNXZXR3gwT1RSRE4xRRAB
Riyad Mahrez,5.0,The hotel's animation team is very flexible and friendly. The games are varied and lots of fun.,3 days ago,2026-08-01,,"Dear Guest Riyad Mahrez,

Thank you so much for your wonderful review and for sharing your experience with us. We are delighted to hear that you were satisfied with our animation team and especially appreciated their flexibility, friendliness, and the variety of activities.

Your positive feedback is a great motivation for our entire team. We are very pleased that our offerings contributed to an enjoyable and pleasant stay.

We hope to welcome you back again soon and provide you with more wonderful holiday moments.

Sincerely,

CRM Management",Local Guide · 13 reviews,Ci9DQUlRQUNvZENodHljRjlvT2paMVltUTJNbVpITFd4cFdXc3daRnBPYWxsdlNuYxAB
Emre Baha Cizreli,3.0,"Overall, we had a great time at the resort, but there are some areas that could be improved.

The cocktails at the Pier Bar and Beach Bar were excellent, and the waiters were very attentive. The easy ordering via QR codes on the sun loungers was a really successful and useful feature. Service was generally fast; we waited a maximum of about 15 minutes for our orders. We enjoyed the pizza, pasta, hamburgers, waffles, and ice cream on the beach. The evening shows were also enjoyable; the Ghost House show was particularly successful. The regular collection of used towels was also a nice touch.

However, despite using the same recipes, the quality of the cocktails varied significantly from bar to bar. We found the cocktails at the Olympic Bar particularly poor. There was no waiter service at the salt pool in front of the Bali House swim-up rooms. The room lighting was insufficient, and although the air conditioning was constantly running, the room wasn't as cold as we wanted, and the shower water even splashed inside the room. There were a lot of flies at the resort.

The deli items at breakfast were insufficient. Croissants, pastries, and desserts lacked product names or ingredient information. I couldn't eat an item I bought without knowing it contained cinnamon. Although the main restaurant had many tea and coffee options, they didn't have Turkish coffee. The bread in the snack bar at 24 Bistro was also stale.

At Jacaranda Bar, it was disturbing that a waiter repeatedly ignored us and focused on foreign guests. We also got the impression that foreign guests received more attention throughout the resort, with the expectation of tips.

The map and directions were very inadequate. It was quite difficult for a first-time guest to find their way around the resort. At check-out, we weren't asked how our vacation went or if we had any complaints.

The aquapark was nice, but all the slides were single-person. There could have been options for two-person slides.

Overall, the resort has some positive aspects, but improvements are needed in room comfort, signage, food information, and equal service for all guests.",3 days ago,2026-08-01,,"Dear Guest, Mr. Emre Baha Cizreli;

Thank you for taking the time to share your feedback with us.
We are very pleased that you were satisfied with the services offered by our facility, our bars, the quality of our service, our food and beverage options, our entertainment activities, and your holiday in general.
We apologize if we unintentionally failed to meet your expectations in other areas. Your feedback and suggestions have been carefully reviewed and shared with our relevant departments and senior management to further improve the quality of our services.
We would be happy to welcome you again soon and hope to see you again...

Sincerely,
CRM MANAGEMENT",2 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2pkWVkydDFRbVZVWmxaYU5XUjVXVUZ4UlY5eVIwRRAB
Semih,5.0,,3 days ago,2026-08-01,,"Dear Guest, Mr. Semih,

Thank you very much for taking the time to rate our facility with a high score. We are very pleased that you were generally satisfied with your holiday. We would be happy to welcome you again soon and hope to see you again in the near future...

Sincerely,
CRM MANAGEMENT",,Ci9DQUlRQUNvZENodHljRjlvT2xKWlVIWlNiR3MyYm1Wb2JDMHlaMU5OZUhONVNHYxAB
Самира,5.0,The animation team was so fun. The entertainment was also a lot of fun. Thank you for everything.,3 days ago,2026-08-01,,"Dear guest Samira,

Thank you for taking the time to share your impressions of your stay at our hotel.

We are truly delighted to learn that you enjoyed the work of our animation team and that the entertainment program provided you with a wonderful experience. Your kind words are a great encouragement to our colleagues, and we will be sure to convey your gratitude to them.

We look forward to welcoming you back to Titanic Deluxe Golf Belek and making your next vacation just as unforgettable.

Sincerely,
CRM MANAGEMENT",,Ci9DQUlRQUNvZENodHljRjlvT25kb1dUUjZaRlphUVdob01XaFpTSGRIZFdkNU5WRRAB
