Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
Feuerwerk Nord,5.0,"Sadly, it's time to say goodbye today. 😔

Thank you so much to Crystal Waterworld for the wonderful and relaxing days. Our family is completely satisfied and is leaving with many happy memories and a great feeling.

The entire resort is well-maintained and beautiful, and the staff were always friendly, attentive, and helpful. The food was also delicious and varied every day.

If nothing comes up, we will – God willing – vacation with you again next year. 😊😎 Thank you for your wonderful hospitality!",a day ago,2026-08-03,,"Dear Guest,

Thank you so much for your 5-star rating and positive feedback. We are delighted that you expressed your satisfaction in this way – it is a great motivation for us.

Our top priority is to provide you with a pleasant and carefree stay. Your valuable feedback encourages us to maintain and continuously improve our service quality.

We would be very pleased to welcome you back again in the near future and to offer you the same level of satisfaction during your next stay.

Sincerely,
Crystal Hotels CRM",4 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2tsZlF6RnljMmt5YzJJeFZ6UnFVRWhJTjFSRGRuYxAB
Vedat Yılmaz,1.0,"I came back because I also stayed here 3 years ago, but the hotel is complete chaos. There are queues everywhere. You have to walk around for at least 10 minutes to find a clean table to eat at. The food is simply terrible. There is no soundproofing in the rooms. We couldn't sleep because of the noise from the door and the next room. This hotel is the answer to the question of how to be humiliated for your money.",Edited 2 days ago,2026-08-02,,"Dear Valued Guest,

First of all, thank you for choosing our hotel again. We are saddened that we were unable to meet your expectations despite your return visit three years after your stay.
Our hotel is a large-scale facility with 1,023 rooms and a capacity of approximately 3,500 guests. To enhance our guests' comfort, we offer food and beverage services at many points throughout the facility, including our main restaurants, various snack restaurants, a patisserie, cafes, and bars that operate throughout the day. In addition, our 5 complimentary A'la Carte restaurants offer our guests an alternative and more tranquil dining experience during your stay.
During peak seasons, there may be short waits at restaurant entrances or for table occupancy. However, our teams are constantly on duty to ensure table cleanliness and guest turnover. Your comments will be shared with our relevant departments to help us further improve these processes.
We have also carefully noted your dissatisfaction with the variety and taste of the food, as well as your assessment regarding the sound insulation in your room. Guest feedback is one of the most important parts of our process to improve the quality of our services, and your opinions will be evaluated by our relevant departments. Thank you for sharing your feedback with us, and we hope to have the opportunity to provide you with an even more positive experience in the future.

Sincerely,
Crystal Hotels CRM",Local Guide · 21 reviews · 3 photos,ChZDSUhNMG9nS0VJQ0FnSUNwNExyNFZ3EAE
A. K,5.0,"The first day, shocked by the size of the resort. And the more you get to know and discover something new every day.",2 days ago,2026-08-02,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating and for taking the time to share your positive feedback. Your satisfaction is a great source of happiness and motivation for us.
Providing you with a pleasant and seamless holiday experience is always our top priority. Your valuable feedback encourages us to maintain and continuously improve the quality of our services.
We would be delighted to welcome you again in the near future and hope to provide you with the same level of satisfaction during your next stay.
Kind regards,
Crystal Hotels CRM.",13 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xBeU5reEhXWFpXUzBsMFR6ZEdSM016VVVWelNHYxAB
Sami Cebecioglu,1.0,I'm at a hotel right now and it's terrible; even the power outlets in the lobby aren't working. There are ants in my room.,2 days ago,2026-08-02,,"Dear Valued Guest,

First of all, we would like to express our regret for the negative experience you have had. The presence of ants in your room and the fact that the problem has not yet been resolved despite your notification does not align with the service we aim to provide.
Since your stay is ongoing, we invite you to our Guest Relations Office so that all the issues you have experienced can be resolved as soon as possible. Our team will carefully evaluate all your requests, including room inspection and planning of necessary pest control procedures, and will provide the necessary support to ensure your satisfaction.
We have also carefully noted your comments regarding the variety of food and beverages. Your feedback will be shared with our relevant department managers and will be taken into consideration.
To ensure a more enjoyable holiday experience for the remainder of your stay, we kindly ask you to visit our Guest Relations Office and we would be pleased to assist you personally as soon as possible.

Sincerely,
Crystal Hotels CRM",,Ci9DQUlRQUNvZENodHljRjlvT25VNGMweFFPSHAzYmpoQlNVWkNieTA0TkROdGRYYxAB
Ahmed Rouihmi,5.0,This is the beautifull hotel in belek,2 days ago,2026-08-02,,"Dear Valued Guest,

We sincerely thank you for your 5-star rating and for taking the time to share your positive feedback. Your satisfaction is a great source of happiness and motivation for us.
Providing you with a pleasant and seamless holiday experience is always our top priority. Your valuable feedback encourages us to maintain and continuously improve the quality of our services.
We would be delighted to welcome you again in the near future and hope to provide you with the same level of satisfaction during your next stay.
Kind regards,
Crystal Hotels CRM.",1 review,Ci9DQUlRQUNvZENodHljRjlvT2t4amJYZFJYekJ1VEZCYWFtZElhMDVNUnpnNWNtYxAB
cakir,5.0,"Everything was great, but the main restaurant dishes could use a little more care. The à la carte restaurants were very good. The entertainment team, the kitchen team, and the waiters were all very friendly and helpful. The aquapark was perfectly adequate for children.",2 days ago,2026-08-02,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating of our facility. Your expression of satisfaction in this way is a great source of happiness and motivation for us.
Our top priority is to provide you with a pleasant and trouble-free holiday experience. Your valuable feedback empowers us to maintain and further improve our service quality.
We look forward to welcoming you again soon and hope to provide you with the same satisfaction on your next holiday.
Sincerely,
Crystal Hotels CRM",1 photo,Ci9DQUlRQUNvZENodHljRjlvT21Nd1JWUkNOVWhxZGpkS1ZGOWhaMFpWT0RGdk4wRRAB
STCI COMPOSITE,5.0,,2 days ago,2026-08-02,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating and for taking the time to share your positive feedback. Your satisfaction is a great source of happiness and motivation for us.
Providing you with a pleasant and seamless holiday experience is always our top priority. Your valuable feedback encourages us to maintain and continuously improve the quality of our services.
We would be delighted to welcome you again in the near future and hope to provide you with the same level of satisfaction during your next stay.
Kind regards,
Crystal Hotels CRM.",,Ci9DQUlRQUNvZENodHljRjlvT2xOM2RHTlBhV2hmVTJSa2FITTJXREJaUmxscVVsRRAB
Çiğdem AKBAŞ,5.0,We thank the employees for their extremely dedicated efforts.,2 days ago,2026-08-02,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating of our facility. Your expression of satisfaction in this way is a great source of happiness and motivation for us.
Our top priority is to provide you with a pleasant and trouble-free holiday experience. Your valuable feedback empowers us to maintain and further improve our service quality.
We look forward to welcoming you again soon and hope to provide you with the same satisfaction on your next holiday.
Sincerely,
Crystal Hotels CRM",2 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2w4eVJWVmpUV0pqVWs4MWRFZERZMDlZWDA5WGVGRRAB
helin yüzgeç,5.0,"Everything was very enjoyable; Ms. Nasim, Mr. Ayhan, and the other staff were very attentive. We had a very pleasant holiday.",2 days ago,2026-08-02,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating of our facility. Your expression of satisfaction in this way is a great source of happiness and motivation for us.
Our top priority is to provide you with a pleasant and trouble-free holiday experience. Your valuable feedback empowers us to maintain and further improve our service quality.
We look forward to welcoming you again soon and hope to provide you with the same satisfaction on your next holiday.
Sincerely,
Crystal Hotels CRM",,Ci9DQUlRQUNvZENodHljRjlvT2xablQwUjBZbEZFZEVOc05ucHNVMHRLYm5sb2VHYxAB
Leo leo Aslan,5.0,"Everything was great: the food, the cleanliness, the staff were attentive. I would like to thank Ms. Nasim from the guest team for her interest and helpfulness.",2 days ago,2026-08-02,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating of our facility. Your expression of satisfaction in this way is a great source of happiness and motivation for us.
Our top priority is to provide you with a pleasant and trouble-free holiday experience. Your valuable feedback empowers us to maintain and further improve our service quality.
We look forward to welcoming you again soon and hope to provide you with the same satisfaction on your next holiday.
Sincerely,
Crystal Hotels CRM",,Ci9DQUlRQUNvZENodHljRjlvT21kcGFURndWMmxWTFdWQk9IQndaSGRqYVdOblpGRRAB
M.TAYLAN GÜREL,4.0,"The hotel is nice, but it gets very crowded, and there are queues, especially for the pool and food, just so you know.",2 days ago,2026-08-02,,"Dear Valued Guest,

Thank you for sharing your valuable feedback and thoughts about our hotel.

We are pleased that you enjoyed our hotel. However, we are sorry to hear that you experienced waiting times due to high occupancy in the pool areas and our restaurants during your stay.
Our hotel is a large facility with 1,023 rooms and a capacity of approximately 3,500 guests. To enhance our guests' comfort, we offer many food and beverage areas throughout the day, as well as 5 complimentary A'la Carte restaurants. During peak seasons, short periods of high occupancy may occur, especially at certain times. Your feedback is of great importance to us in order to continuously improve the quality of our services. Thank you for your feedback, and we look forward to welcoming you again in the future.

Sincerely,",1 review,Ci9DQUlRQUNvZENodHljRjlvT2sxMWVURm1aekZVYjJSdFJsVkJSbmRYWlY5S1VuYxAB
Johann B,5.0,"The beach is beautifully integrated into the surroundings.

The beach is gorgeous.

The food is finally tailored to Turkish cuisine.",2 days ago,2026-08-02,,"Dear Guest,

Thank you so much for your 5-star rating and positive feedback. We are delighted that you expressed your satisfaction in this way – it is a great motivation for us.

Our top priority is to provide you with a pleasant and carefree stay. Your valuable feedback encourages us to maintain and continuously improve our service quality.

We would be very pleased to welcome you back again in the near future and to offer you the same level of satisfaction during your next stay.

Sincerely,
Crystal Hotels CRM
...",,Ci9DQUlRQUNvZENodHljRjlvT2pkU2NVbElkbXg2VWpFMlN6UnRkRzVVYXpsQlpYYxAB
Hkn Eng,5.0,"The hotel is very beautiful, with its aqua parks, and the food is unlimited with all kinds of options available at any time of day; it's a hotel worthy of being a 5-star hotel.",2 days ago,2026-08-02,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating of our facility. Your expression of satisfaction in this way is a great source of happiness and motivation for us.
Our top priority is to provide you with a pleasant and trouble-free holiday experience. Your valuable feedback empowers us to maintain and further improve our service quality.
We look forward to welcoming you again soon and hope to provide you with the same satisfaction on your next holiday.
Sincerely,
Crystal Hotels CRM",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xGUE56WkRUMUZJYnpsbmEyZFVVazl4TkdSbU0xRRAB
Arnold Venczel,5.0,,2 days ago,2026-08-02,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating and for taking the time to share your positive feedback. Your satisfaction is a great source of happiness and motivation for us.
Providing you with a pleasant and seamless holiday experience is always our top priority. Your valuable feedback encourages us to maintain and continuously improve the quality of our services.
We would be delighted to welcome you again in the near future and hope to provide you with the same level of satisfaction during your next stay.
Kind regards,
Crystal Hotels CRM.",,Ci9DQUlRQUNvZENodHljRjlvT21rNWFreFFjamxSTW1WMVNrOU1aVlJqZDFJeFpGRRAB
